Player,URL,Status,Rows,Tables_Found,Tables_Accepted,Acquisition_Type,Confidence,Reason,Draft_Text,Signing_Text,High_School_Text,School_Text,Cached,Final_URL
Delvin Pérez,https://www.baseball-reference.com/register/player.fcgi?id=perez-002del,200,1,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 21,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=perez-002del
Greg Jones,https://www.baseball-reference.com/register/player.fcgi?id=jones-003gre,200,3,1,1,College,high,College/NCAA batting rows found through age 21,,,,"Greg Jones Position: Catcher Bats: Left • Throws: Right 6-2 , 220lb (188cm, 99kg) Born: October 17, 1994 in Maryville, TN us School: Carson-Newman University (Jefferson City, TN) Full Name: Greg Braden Jones View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | School: Carson-Newman University (Jefferson City, TN)",False,https://www.baseball-reference.com/register/player.fcgi?id=jones-003gre
Pavin Smith,https://www.baseball-reference.com/register/player.fcgi?id=smith-000pav,200,5,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Colorado Rockies in the 32nd round of the 2014 MLB June Amateur Draft from Palm Beach Gardens HS (Palm Beach Gardens, FL) and the Arizona Diamondbacks in the 1st round (7th) of the 2017 MLB June Amateur Draft from University of Virginia (Charlottesville, VA) .","2026 Contract Status : Signed thru 2026, 1 yr/$2.25M (26)","Draft : Drafted by the Colorado Rockies in the 32nd round of the 2014 MLB June Amateur Draft from Palm Beach Gardens HS (Palm Beach Gardens, FL) and the Arizona Diamondbacks in the 1st round (7th) of the 2017 MLB June Amateur Draft from University of Virginia (Charlottesville, VA) . | High School: Palm Beach Gardens HS (Palm Beach Gardens, FL)","High School: Palm Beach Gardens HS (Palm Beach Gardens, FL) | School: University of Virginia (Charlottesville, VA)",False,https://www.baseball-reference.com/register/player.fcgi?id=smith-000pav
Ronny Cruz,https://www.baseball-reference.com/register/player.fcgi?id=cruz--001ron,200,2,1,1,High School,high,"BRef draft/bio text indicates high school path: Ronny Cruz Positions: Shortstop, Third Baseman and Second Baseman Bats: Right • Throws: Right 6-2 , 170lb (188cm, 77kg) Team: Washington Nationals (minors) Born: August 24, 2006 in Santo Domingo, Dominican Republic do Draft : Drafted by the Chicago Cubs in the 3rd round of the 2024 MLB June Amateur Draft from Miami Christian School (Miami, FL) . High School: Miami Christian School (Miami, FL) Full Name: Ronny Junior Cruz View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Miami Christian School (Miami, FL)","Ronny Cruz Positions: Shortstop, Third Baseman and Second Baseman Bats: Right • Throws: Right 6-2 , 170lb (188cm, 77kg) Team: Washington Nationals (minors) Born: August 24, 2006 in Santo Domingo, Dominican Republic do Draft : Drafted by the Chicago Cubs in the 3rd round of the 2024 MLB June Amateur Draft from Miami Christian School (Miami, FL) . High School: Miami Christian School (Miami, FL) Full Name: Ronny Junior Cruz View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Chicago Cubs in the 3rd round of the 2024 MLB June Amateur Draft from Miami Christian School (Miami, FL) .",,"Ronny Cruz Positions: Shortstop, Third Baseman and Second Baseman Bats: Right • Throws: Right 6-2 , 170lb (188cm, 77kg) Team: Washington Nationals (minors) Born: August 24, 2006 in Santo Domingo, Dominican Republic do Draft : Drafted by the Chicago Cubs in the 3rd round of the 2024 MLB June Amateur Draft from Miami Christian School (Miami, FL) . High School: Miami Christian School (Miami, FL) Full Name: Ronny Junior Cruz View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Miami Christian School (Miami, FL)","Ronny Cruz Positions: Shortstop, Third Baseman and Second Baseman Bats: Right • Throws: Right 6-2 , 170lb (188cm, 77kg) Team: Washington Nationals (minors) Born: August 24, 2006 in Santo Domingo, Dominican Republic do Draft : Drafted by the Chicago Cubs in the 3rd round of the 2024 MLB June Amateur Draft from Miami Christian School (Miami, FL) . High School: Miami Christian School (Miami, FL) Full Name: Ronny Junior Cruz View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Miami Christian School (Miami, FL)",False,https://www.baseball-reference.com/register/player.fcgi?id=cruz--001ron
Bobby Dalbec,https://www.baseball-reference.com/register/player.fcgi?id=dalbec000bob,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Boston Red Sox in the 4th round of the 2016 MLB June Amateur Draft from University of Arizona (Tucson, AZ) .",,"High School: Legend HS (Parker, CO)","High School: Legend HS (Parker, CO) | School: University of Arizona (Tucson, AZ)",False,https://www.baseball-reference.com/register/player.fcgi?id=dalbec000bob
Cristian Hernández,https://www.baseball-reference.com/register/player.fcgi?id=hernan002cri,200,4,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=hernan002cri
Ike Irish,https://www.baseball-reference.com/register/player.fcgi?id=irish-000ike,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Ike Irish Positions: Designated Hitter, Catcher and Rightfielder Bats: Left • Throws: Right 6-2 , 201lb (188cm, 91kg) Team: Baltimore Orioles (minors) Born: November 26, 2003 in Grand Rapids, MI us Draft : Drafted by the Baltimore Orioles in the 1st round (19th) of the 2025 MLB June Amateur Draft from Auburn University (Auburn, AL) . High School: St. Mary's Preparatory School (Orchard Lake Village, MI) School: Auburn University (Auburn, AL) Full Name: Isaac William Irish View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Baltimore Orioles in the 1st round (19th) of the 2025 MLB June Amateur Draft from Auburn University (Auburn, AL) .",,"Ike Irish Positions: Designated Hitter, Catcher and Rightfielder Bats: Left • Throws: Right 6-2 , 201lb (188cm, 91kg) Team: Baltimore Orioles (minors) Born: November 26, 2003 in Grand Rapids, MI us Draft : Drafted by the Baltimore Orioles in the 1st round (19th) of the 2025 MLB June Amateur Draft from Auburn University (Auburn, AL) . High School: St. Mary's Preparatory School (Orchard Lake Village, MI) School: Auburn University (Auburn, AL) Full Name: Isaac William Irish View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: St. Mary's Preparatory School (Orchard Lake Village, MI)","Ike Irish Positions: Designated Hitter, Catcher and Rightfielder Bats: Left • Throws: Right 6-2 , 201lb (188cm, 91kg) Team: Baltimore Orioles (minors) Born: November 26, 2003 in Grand Rapids, MI us Draft : Drafted by the Baltimore Orioles in the 1st round (19th) of the 2025 MLB June Amateur Draft from Auburn University (Auburn, AL) . High School: St. Mary's Preparatory School (Orchard Lake Village, MI) School: Auburn University (Auburn, AL) Full Name: Isaac William Irish View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: St. Mary's Preparatory School (Orchard Lake Village, MI) | School: Auburn University (Auburn, AL)",False,https://www.baseball-reference.com/register/player.fcgi?id=irish-000ike
Jahmai Jones,https://www.baseball-reference.com/register/player.fcgi?id=jones-000jah,200,6,1,1,High School,high,"BRef draft/bio text indicates high school path: High School: Wesleyan School (Peachtree Corners, GA)","Draft : Drafted by the Los Angeles Angels of Anaheim in the 2nd round of the 2015 MLB June Amateur Draft from Wesleyan School (Peachtree Corners, GA) .",,"High School: Wesleyan School (Peachtree Corners, GA)","High School: Wesleyan School (Peachtree Corners, GA)",False,https://www.baseball-reference.com/register/player.fcgi?id=jones-000jah
Miguel Bleis,https://www.baseball-reference.com/register/player.fcgi?id=bleis-000mig,200,5,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=bleis-000mig
Richard Urena,https://www.baseball-reference.com/register/player.fcgi?id=urena-000ric,200,7,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=urena-000ric
Tre' Morgan,https://www.baseball-reference.com/register/player.fcgi?id=morgan002tre,200,5,1,1,College,high,College/NCAA batting rows found through age 21,"Tre' Morgan Positions: First Baseman and Leftfielder Bats: Left • Throws: Left 6-0 , 215lb (183cm, 97kg) Team: Tampa Bay Rays (minors, 7-day IL) Born: July 16, 2002 in New Orleans, LA us Draft : Drafted by the Tampa Bay Rays in the 3rd round of the 2023 MLB June Amateur Draft from Louisiana State University (Baton Rouge, LA) . High School: Brother Martin HS (New Orleans, LA) School: Louisiana State University (Baton Rouge, LA) National Team: us USA (College) Full Name: John Morgan View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Tampa Bay Rays in the 3rd round of the 2023 MLB June Amateur Draft from Louisiana State University (Baton Rouge, LA) .",,"Tre' Morgan Positions: First Baseman and Leftfielder Bats: Left • Throws: Left 6-0 , 215lb (183cm, 97kg) Team: Tampa Bay Rays (minors, 7-day IL) Born: July 16, 2002 in New Orleans, LA us Draft : Drafted by the Tampa Bay Rays in the 3rd round of the 2023 MLB June Amateur Draft from Louisiana State University (Baton Rouge, LA) . High School: Brother Martin HS (New Orleans, LA) School: Louisiana State University (Baton Rouge, LA) National Team: us USA (College) Full Name: John Morgan View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Brother Martin HS (New Orleans, LA)","Tre' Morgan Positions: First Baseman and Leftfielder Bats: Left • Throws: Left 6-0 , 215lb (183cm, 97kg) Team: Tampa Bay Rays (minors, 7-day IL) Born: July 16, 2002 in New Orleans, LA us Draft : Drafted by the Tampa Bay Rays in the 3rd round of the 2023 MLB June Amateur Draft from Louisiana State University (Baton Rouge, LA) . High School: Brother Martin HS (New Orleans, LA) School: Louisiana State University (Baton Rouge, LA) National Team: us USA (College) Full Name: John Morgan View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Brother Martin HS (New Orleans, LA) | School: Louisiana State University (Baton Rouge, LA)",False,https://www.baseball-reference.com/register/player.fcgi?id=morgan002tre
Tyler Stephenson,https://www.baseball-reference.com/register/player.fcgi?id=stephe001tyl,200,3,1,1,College,high,College/NCAA batting rows found through age 21,,,,"Tyler Stephenson Position: Catcher Bats: Right • Throws: Right 6-0 , 160lb (183cm, 72kg) Born: September 16, 1994 School: Bethany College (Bethany, WV) Full Name: Tyler Stephenson View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | School: Bethany College (Bethany, WV)",False,https://www.baseball-reference.com/register/player.fcgi?id=stephe001tyl
Adam Haseley,https://www.baseball-reference.com/register/player.fcgi?id=hasele000ada,200,5,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Philadelphia Phillies in the 1st round (8th) of the 2017 MLB June Amateur Draft from University of Virginia (Charlottesville, VA) .",,"High School: The First Academy (Orlando, FL)","High School: The First Academy (Orlando, FL) | School: University of Virginia (Charlottesville, VA)",False,https://www.baseball-reference.com/register/player.fcgi?id=hasele000ada
Brice Turang,https://www.baseball-reference.com/register/player.fcgi?id=turang002bri,200,3,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Milwaukee Brewers in the 1st round (21st) of the 2018 MLB June Amateur Draft from Santiago HS (Corona, CA) . | High School: Santiago HS (Corona, CA)","Draft : Drafted by the Milwaukee Brewers in the 1st round (21st) of the 2018 MLB June Amateur Draft from Santiago HS (Corona, CA) .","2026 Contract Status : Signed thru 2026, 1 yr/$4.15M (26)","Draft : Drafted by the Milwaukee Brewers in the 1st round (21st) of the 2018 MLB June Amateur Draft from Santiago HS (Corona, CA) . | High School: Santiago HS (Corona, CA)","High School: Santiago HS (Corona, CA)",False,https://www.baseball-reference.com/register/player.fcgi?id=turang002bri
Colton Welker,https://www.baseball-reference.com/register/player.fcgi?id=welker000col,200,5,1,1,High School,high,"BRef draft/bio text indicates high school path: Colton Welker Positions: Third Baseman and First Baseman Bats: Right • Throws: Right 6-0 , 235lb (183cm, 106kg) Born: October 9 , 1997 in Coral Springs, FL us Draft : Drafted by the Colorado Rockies in the 4th round of the 2016 MLB June Amateur Draft from Marjory Stoneman Douglas HS (Parkland, FL) . High School: Marjory Stoneman Douglas HS (Parkland, FL) Last Game: October 3, 2021 (Age 23-359d) vs. ARI 4 AB, 1 H, 0 HR, 0 RBI, 0 SB Full Name: Colton Lawrence Welker Instagram: @coltonwelker24 View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Colorado Rockies in the 4th round of the 2016 MLB June Amateur Draft from Marjory Stoneman Douglas HS (Parkland, FL) . | High School: Marjory Stoneman Douglas HS (Parkland, FL)","Colton Welker Positions: Third Baseman and First Baseman Bats: Right • Throws: Right 6-0 , 235lb (183cm, 106kg) Born: October 9 , 1997 in Coral Springs, FL us Draft : Drafted by the Colorado Rockies in the 4th round of the 2016 MLB June Amateur Draft from Marjory Stoneman Douglas HS (Parkland, FL) . High School: Marjory Stoneman Douglas HS (Parkland, FL) Last Game: October 3, 2021 (Age 23-359d) vs. ARI 4 AB, 1 H, 0 HR, 0 RBI, 0 SB Full Name: Colton Lawrence Welker Instagram: @coltonwelker24 View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Colorado Rockies in the 4th round of the 2016 MLB June Amateur Draft from Marjory Stoneman Douglas HS (Parkland, FL) .",,"Colton Welker Positions: Third Baseman and First Baseman Bats: Right • Throws: Right 6-0 , 235lb (183cm, 106kg) Born: October 9 , 1997 in Coral Springs, FL us Draft : Drafted by the Colorado Rockies in the 4th round of the 2016 MLB June Amateur Draft from Marjory Stoneman Douglas HS (Parkland, FL) . High School: Marjory Stoneman Douglas HS (Parkland, FL) Last Game: October 3, 2021 (Age 23-359d) vs. ARI 4 AB, 1 H, 0 HR, 0 RBI, 0 SB Full Name: Colton Lawrence Welker Instagram: @coltonwelker24 View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Colorado Rockies in the 4th round of the 2016 MLB June Amateur Draft from Marjory Stoneman Douglas HS (Parkland, FL) . | High School: Marjory Stoneman Douglas HS (Parkland, FL)","Colton Welker Positions: Third Baseman and First Baseman Bats: Right • Throws: Right 6-0 , 235lb (183cm, 106kg) Born: October 9 , 1997 in Coral Springs, FL us Draft : Drafted by the Colorado Rockies in the 4th round of the 2016 MLB June Amateur Draft from Marjory Stoneman Douglas HS (Parkland, FL) . High School: Marjory Stoneman Douglas HS (Parkland, FL) Last Game: October 3, 2021 (Age 23-359d) vs. ARI 4 AB, 1 H, 0 HR, 0 RBI, 0 SB Full Name: Colton Lawrence Welker Instagram: @coltonwelker24 View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Marjory Stoneman Douglas HS (Parkland, FL)",False,https://www.baseball-reference.com/register/player.fcgi?id=welker000col
